bottlecode,filtered,system,station,intent,lat,lon,groupname,datecollect,timecollect,watertype,depth_m,poresizeiffiltered_micron,ambientTF,experimenttype,methodcollect,sampleuser,recorduser,note,flag,dateentered
0416-01,F,Lake Waco,1,,31.54371,-97.221,LW0,8/18/2021,11:10,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0318-14,F,Lake Waco,1,,31.54371,-97.221,LW0,8/18/2021,11:10,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0391-01,F,Lake Waco,1,,31.54371,-97.221,LW0,8/18/2021,11:10,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
"TBD, unfiltered lake Waco site #1",UF,Lake Waco,1,,31.54371,-97.221,LW0,8/18/2021,11:10,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0216-10,F,Lake Waco,2,,31.55517,-97.2161,LW0,8/18/2021,13:35,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0420-01,F,Lake Waco,2,,31.55517,-97.2161,LW0,8/18/2021,13:35,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0388-01,F,Lake Waco,2,,31.55517,-97.2161,LW0,8/18/2021,13:35,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0360-09,UF,Lake Waco,2,,31.55517,-97.2161,LW0,8/18/2021,13:35,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0217-10,F,Lake Waco,3,,31.59958,-97.2926,LW0,8/18/2021,14:25,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0389-01,F,Lake Waco,3,,31.59958,-97.2926,LW0,8/18/2021,14:25,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0421-01,F,Lake Waco,3,,31.59958,-97.2926,LW0,8/18/2021,14:25,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0357-09,UF,Lake Waco,3,,31.59958,-97.2926,LW0,8/18/2021,14:25,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0361-09,UF,Lake Waco,4,,31.51055,-97.24861,LW0,8/18/2021,15:45,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0384-01,F,Lake Waco,4,,31.51055,-97.24861,LW0,8/18/2021,15:45,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0214-10,F,Lake Waco,4,,31.51055,-97.24861,LW0,8/18/2021,15:45,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0418-01,F,Lake Waco,4,,31.51055,-97.24861,LW0,8/18/2021,15:45,surfacewater,0.25,0.45,TRUE,none,"grab,syringefilter","SP,MM",SP,,,2021
0607-09,UF,Lake Waco,1,,31.60062,-97.294,LW0,9/3/2021,12:42,surfacewater,0.5,0.45,TRUE,none,grab,"SP,LM",SP,,,2021
0608-09,UF,Lake Waco,2,,31.60341,-97.2736,LW0,9/3/2021,12:56,surfacewater,0.5,0.45,TRUE,none,grab,"SP,LM",SP,,,2021
0609-09,UF,Lake Waco,3,,31.59363,-97.2563,LW0,9/3/2021,13:17,surfacewater,0.5,0.45,TRUE,none,grab,"SP,LM",SP,,,2021
0610-09,UF,Lake Waco,4,,31.59037,-97.2395,LW0,9/3/2021,13:26,surfacewater,0.5,0.45,TRUE,none,grab,"SP,LM",SP,,,2021
0611-09,UF,Lake Waco,5,,31.57925,-97.2217,LW0,9/3/2021,13:38,surfacewater,0.5,0.45,TRUE,none,grab,"SP,LM",SP,,,2021
0415-01,F,Lacy Miller Ponds,Pond A,,31.69439,-97.16837,LMP0,8/20/2021,,surfacewater,0.5,0.45,TRUE,none,"grab,throwsampler,labfilter",LM,"LM,SP",DNP,,2021
0511-03,F,Lacy Miller Ponds,Pond A,,31.69439,-97.16837,LMP0,8/20/2021,,surfacewater,0.5,0.45,TRUE,none,"grab,throwsampler,labfilter",LM,"LM,SP",TDP,,2021
0543-04,UF,Lacy Miller Ponds,Pond A,,31.69439,-97.16837,LMP0,8/20/2021,,surfacewater,0.5,0.45,TRUE,none,"grab,throwsampler",LM,"LM,SP",TP,,2021
0447-01,F,Lacy Miller Ponds,Pond A,,31.69439,-97.16837,LMP0,8/20/2021,,surfacewater,0.5,0.45,TRUE,none,"grab,throwsampler,labfilter",LM,"LM,SP",TDN,,2021
0479-02,UF,Lacy Miller Ponds,Pond A,,31.69439,-97.16837,LMP0,8/20/2021,,surfacewater,0.5,0.45,TRUE,none,"grab,throwsampler",LM,"LM,SP",TN,,2021
0383-01,F ,Lacy Miller Ponds,Pond A,,31.69439,-97.16837,LMP0,8/20/2021,,surfacewater,0.5,0.45,TRUE,none,"grab,throwsampler,labfilter",LM,"LM,SP",IC,,2021
0004-01,F,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0005-01,F,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0006-01,F,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0007-01,F,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",DNP,,2021
0008-01,F,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",DNP,,2021
0009-01,F,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",DNP,,2021
0046-02,UF,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0047-02,UF,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0048-02,UF,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0061-03,F,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDP,,2021
0062-03,F,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDP,,2021
0063-03,F,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDP,,2021
0076-04,UF,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TP,,2021
0077-04,UF,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TP,,2021
0078-04,UF,Lake Whitney,1 - Brazos River upstream,,32.20417,-97.60575,WH0,7/28/2021,11:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TP,,2021
0013-01,F,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0014-01,F,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0015-01,F,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0016-01,F,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",DNP,,2021
0017-01,F,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",DNP,,2021
0018-01,F,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",DNP,,2021
0049-02,UF,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0050-02,UF,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0051-02,UF,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0064-03,F,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDP,,2021
0065-03,F,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDP,,2021
0066-03,F,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDP,,2021
0079-04,UF,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TP,,2021
0080-04,UF,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TP,,2021
0081-04,UF,Lake Whitney,2 - Nolan Creek,,32.14698,-97.39695,WH0,7/28/2021,13:23,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TP,,2021
0022-01,F,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0023-01,F,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0024-01,F,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0025-01,F,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",DNP,,2021
0026-01,F,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",DNP,,2021
0027-01,F,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",DNP,,2021
0052-02,UF,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0053-02,UF,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0054-02,UF,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0067-03,F,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDP,,2021
0068-03,F,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDP,,2021
0069-03,F,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDP,,2021
0082-15,UF,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TP,,2021
0083-15,UF,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TP,,2021
0084-15,UF,Lake Whitney,3 - Brazos River below dam,,31.86505,-97.36717,WH0,7/28/2021,15:48,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TP,,2021
0031-01,F,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0032-01,F,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0033-01,F,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0034-01,F,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0035-01,F,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0036-01,F,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0055-02,UF,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TN,,2021
0056-02,UF,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TN,,2021
0057-02,UF,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TN,,2021
0070-03,F,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDP,,2021
0071-03,F,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDP,,2021
0072-03,F,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDP,,2021
0085-15,UF,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TP,,2021
0086-15,UF,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TP,,2021
0087-15,UF,Lake Whitney,4 - Cedron Creek,,31.95104,-97.45661,WH0,7/29/2021,12:04,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TP,,2021
0040-01,F,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0041-01,F,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0042-01,F,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0043-01,F,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0044-01,F,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0045-01,F,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0058-02,UF,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TN,,2021
0059-02,UF,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TN,,2021
0060-02,UF,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TN,,2021
0073-03,F,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDP,,2021
0074-03,F,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDP,,2021
0075-03,F,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDP,,2021
0088-15,UF,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TP,,2021
0089-15,UF,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TP,,2021
0090-15,UF,Lake Whitney,5 - Steele Creek,,32.00283,-97.48388,WH0,7/29/2021,13:33,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TP,,2021
0131-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/4/2021,,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",IC,,2021
0132-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/4/2021,,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",IC,,2021
0133-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",IC,,2021
0134-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",IC,,2021
0135-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",IC,,2021
0128-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/4/2021,12:15,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",IC,,2021
0129-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/4/2021,12:15,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",IC,,2021
0130-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/4/2021,12:15,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",IC,,2021
0139-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/12/2021,13:38,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",IC,,2021
0140-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/12/2021,13:38,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",IC,,2021
0141-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/12/2021,13:38,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",IC,,2021
0160-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0161-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0162-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0166-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/12/2021,13:38,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0167-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/12/2021,13:38,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0168-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/12/2021,13:38,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",DNP,,2021
0192-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/4/2021,12:15,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0193-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/4/2021,12:15,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0194-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/4/2021,12:15,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0195-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/4/2021,,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0196-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/4/2021,,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TDN,,2021
0197-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0198-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0199-12,F,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0203-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/12/2021,13:38,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0204-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/12/2021,13:38,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0205-12,F,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/12/2021,13:38,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TDN,,2021
0224-13,UF,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/4/2021,12:15,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0225-13,UF,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/4/2021,12:15,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0226-13,UF,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/4/2021,12:15,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0227-13,UF,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/4/2021,,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0228-13,UF,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/4/2021,,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0229-13,UF,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/4/2021,,surfacewater,0.5,0.45,TRUE,none,grab,"MM,MO","MM,SP",TN,,2021
0230-13,UF,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TN,,2021
0231-13,UF,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TN,,2021
0232-13,UF,Fort Parker Lake,1 - Navasota River below dam,,31.58728,-96.5261,FP0,8/12/2021,10:05,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TN,,2021
0236-13,UF,Fort Parker Lake,2 - Navasota River upstream at Confederate Reunion Grounds Park,,31.63349,-96.56243,FP0,8/12/2021,13:38,surfacewater,0.5,0.45,TRUE,none,grab,"MM,LM","MM,SP",TN,,2021
