bottlecode,filtered,system,station,intent,lat,lon,groupname,datecollect,timecollect,watertype,depth_m,poresizeiffiltered_micron,ambientTF,experimenttype,methodcollect,sampleuser,recorduser,note,flag,dateentered
,F,Lake Bonham,BON2,dnp,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,BON3,dnp,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,BON3,dnp,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,BON3,dnp,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,BON4,dnp,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,BON4,dnp,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,BON4,dnp,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0771-01,F,Lake Bonham,BON1,ic,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0781-01,F,Lake Bonham,BON1,ic,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0811-01,F,Lake Bonham,BON1,ic,33.66265,-96.16425,flame,7/14/2022,13:15,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0779-01,F,Lake Bonham,BON2,ic,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0803-01,F,Lake Bonham,BON2,ic,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0786-01,F,Lake Bonham,BON2,ic,33.65165,-96.136733,flame,7/14/2022,13:50,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0808-01,F,Lake Bonham,BON3,ic,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0780-01,F,Lake Bonham,BON3,ic,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0810-01,F,Lake Bonham,BON3,ic,33.656033,-96.157833,flame,7/14/2022,14:30,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0775-01,F,Lake Bonham,BON4,ic,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0809-01,F,Lake Bonham,BON4,ic,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0806-01,F,Lake Bonham,BON4,ic,33.649117,-96.148267,flame,7/14/2022,14:45,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0667-13,UF,Lake Bonham,B1,DOC/DIC,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0668-13,UF,Lake Bonham,B2,DOC/DIC,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0673-13,UF,Lake Bonham,B3,DOC/DIC,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0676-13,UF,Lake Bonham,B4,DOC/DIC,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,,TRUE,none,grab,,MM,prev BON3,,11/27/2022
0677-13,UF,Lake Bonham,B5,DOC/DIC,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0682-13,UF,Lake Bonham,B6,DOC/DIC,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,,TRUE,none,grab,,MM,prev BON4,,11/27/2022
0627-16,UF,Lake Bonham,B1,UF bottle,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0628-16,UF,Lake Bonham,B2,UF bottle,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0629-16,UF,Lake Bonham,B3,UF bottle,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0630-16,UF,Lake Bonham,B4,UF bottle,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,,TRUE,none,grab,,MM,prev BON3,,11/27/2022
0631-16,UF,Lake Bonham,B5,UF bottle,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0632-16,UF,Lake Bonham,B6,UF bottle,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,,TRUE,none,grab,,MM,prev BON4,,11/27/2022
0641-16,UF,Lake Bonham,B1,F bottle,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0642-16,UF,Lake Bonham,B2,F bottle,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0643-16,UF,Lake Bonham,B3,F bottle,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0644-16,UF,Lake Bonham,B4,F bottle,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,,TRUE,none,grab,,MM,prev BON3,,11/27/2022
0645-16,UF,Lake Bonham,B5,F bottle,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0646-16,UF,Lake Bonham,B6,F bottle,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,,TRUE,none,grab,,MM,prev BON4,,11/27/2022
,UF,Lake Bonham,B1,tnp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B1,tnp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B1,tnp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B2,tnp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B2,tnp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B2,tnp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B3,tnp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B3,tnp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B3,tnp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B4,tnp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,,TRUE,none,grab,,MM,prev BON3,,11/27/2022
,UF,Lake Bonham,B4,tnp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,,TRUE,none,grab,,MM,prev BON3,,11/27/2022
,UF,Lake Bonham,B4,tnp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,,TRUE,none,grab,,MM,prev BON3,,11/27/2022
,UF,Lake Bonham,B5,tnp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B5,tnp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B5,tnp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
,UF,Lake Bonham,B6,tnp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,,TRUE,none,grab,,MM,prev BON4,,11/27/2022
,UF,Lake Bonham,B6,tnp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,,TRUE,none,grab,,MM,prev BON4,,11/27/2022
,UF,Lake Bonham,B6,tnp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,,TRUE,none,grab,,MM,prev BON4,,11/27/2022
,F,Lake Bonham,B1,tdnp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B1,tdnp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B1,tdnp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B2,tdnp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B2,tdnp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B2,tdnp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B3,tdnp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B3,tdnp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B3,tdnp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B4,tdnp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/27/2022
,F,Lake Bonham,B4,tdnp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/27/2022
,F,Lake Bonham,B4,tdnp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/27/2022
,F,Lake Bonham,B5,tdnp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B5,tdnp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B5,tdnp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B6,tdnp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/27/2022
,F,Lake Bonham,B6,tdnp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/27/2022
,F,Lake Bonham,B6,tdnp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/27/2022
,F,Lake Bonham,B1,dnp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B1,dnp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B1,dnp,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B2,dnp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B2,dnp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B2,dnp,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B3,dnp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B3,dnp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B3,dnp,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B4,dnp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/27/2022
,F,Lake Bonham,B4,dnp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/27/2022
,F,Lake Bonham,B4,dnp,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/27/2022
,F,Lake Bonham,B5,dnp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B5,dnp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B5,dnp,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
,F,Lake Bonham,B6,dnp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/27/2022
,F,Lake Bonham,B6,dnp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/27/2022
,F,Lake Bonham,B6,dnp,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/27/2022
0783-01,F,Lake Bonham,B1,ic,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0777-01,F,Lake Bonham,B1,ic,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0802-01,F,Lake Bonham,B1,ic,33.66265,-96.16425,flame,7/15/2022,12:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0770-01,F,Lake Bonham,B2,ic,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0785-01,F,Lake Bonham,B2,ic,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0782-01,F,Lake Bonham,B2,ic,33.65165,-96.136733,flame,7/15/2022,12:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0772-01,F,Lake Bonham,B3,ic,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0805-01,F,Lake Bonham,B3,ic,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0787-01,F,Lake Bonham,B3,ic,33.66265,-96.149,flame,7/15/2022,12:44,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0807-01,F,Lake Bonham,B4,ic,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/27/2022
0784-01,F,Lake Bonham,B4,ic,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/27/2022
0776-01,F,Lake Bonham,B4,ic,33.656033,-96.157833,flame,7/15/2022,12:58,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON3,,11/27/2022
0789-01,F,Lake Bonham,B5,ic,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0801-01,F,Lake Bonham,B5,ic,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0773-01,F,Lake Bonham,B5,ic,33.653917,-96.161033,flame,7/15/2022,13:10,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0804-01,F,Lake Bonham,B6,ic,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/27/2022
0774-01,F,Lake Bonham,B6,ic,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/27/2022
0778-01,F,Lake Bonham,B6,ic,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/27/2022
0886-13,UF,Lake Brownwood,BW1,DOC/DIC,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0887-13,UF,Lake Brownwood,BW2,DOC/DIC,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1215-13,UF,Lake Brownwood,BW3,DOC/DIC,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0704-13,UF,Lake Brownwood,BW4,DOC/DIC,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1197-16,UF,Lake Brownwood,BW1,UF bottle,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1199-16,UF,Lake Brownwood,BW2,UF bottle,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1202-16,UF,Lake Brownwood,BW3,UF bottle,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1183-16,UF,Lake Brownwood,BW4,UF bottle,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1170-17,UF,Lake Brownwood,BW1,F bottle,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1169-17,UF,Lake Brownwood,BW2,F bottle,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1166-17,UF,Lake Brownwood,BW3,F bottle,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1151-17,UF,Lake Brownwood,BW4,F bottle,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1042-02,UF,Lake Brownwood,BW1,tnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1043-02,UF,Lake Brownwood,BW1,tnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1041-02,UF,Lake Brownwood,BW1,tnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1093-02,UF,Lake Brownwood,BW2,tnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1040-02,UF,Lake Brownwood,BW2,tnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1038-02,UF,Lake Brownwood,BW2,tnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1026-02,UF,Lake Brownwood,BW3,tnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1027-02,UF,Lake Brownwood,BW3,tnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1028-02,UF,Lake Brownwood,BW3,tnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0715-04,UF,Lake Brownwood,BW4,tnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0713-04,UF,Lake Brownwood,BW4,tnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
0705-14,UF,Lake Brownwood,BW4,tnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
1003-01,F,Lake Brownwood,BW1,tdnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1004-01,F,Lake Brownwood,BW1,tdnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1005-01,F,Lake Brownwood,BW1,tdnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0990-01,F,Lake Brownwood,BW2,tdnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0255-14,F,Lake Brownwood,BW2,tdnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0977-14,F,Lake Brownwood,BW2,tdnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0989-14,F,Lake Brownwood,BW3,tdnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0476-01,F,Lake Brownwood,BW3,tdnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0475-01,F,Lake Brownwood,BW3,tdnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0981-14,F,Lake Brownwood,BW4,tdnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0283-14,F,Lake Brownwood,BW4,tdnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0985-14,F,Lake Brownwood,BW4,tdnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1088-01,F,Lake Brownwood,BW1,dnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1087-01,F,Lake Brownwood,BW1,dnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1089-01,F,Lake Brownwood,BW1,dnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1075-01,F,Lake Brownwood,BW2,dnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1076-01,F,Lake Brownwood,BW2,dnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1077-01,F,Lake Brownwood,BW2,dnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1059-01,F,Lake Brownwood,BW3,dnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1058-01,F,Lake Brownwood,BW3,dnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1054-01,F,Lake Brownwood,BW3,dnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1062-01,F,Lake Brownwood,BW4,dnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1061-01,F,Lake Brownwood,BW4,dnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1060-01,F,Lake Brownwood,BW4,dnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1140-01,F,Lake Brownwood,BW1,ic,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1141-01,F,Lake Brownwood,BW1,ic,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
1142-01,F,Lake Brownwood,BW1,ic,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0823-01,F,Lake Brownwood,BW2,ic,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0831-01,F,Lake Brownwood,BW2,ic,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0797-01,F,Lake Brownwood,BW2,ic,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0826-01,F,Lake Brownwood,BW3,ic,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0818-01,F,Lake Brownwood,BW3,ic,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0822-01,F,Lake Brownwood,BW3,ic,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0796-01,F,Lake Brownwood,BW4,ic,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0795-01,F,Lake Brownwood,BW4,ic,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0812-01,F,Lake Brownwood,BW4,ic,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
0702-13,UF,Lake OH Ivie,IV1,DOC/DIC,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,,,,11/27/2022
0889-13,UF,Lake OH Ivie,IV2,DOC/DIC,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,,,,11/27/2022
