bottlecode,daterun,instrument,analyte,resulttype,runlabel,result,unit,labdupTF,labuser,recorduser,flag
0097-10,7/30/21,beckmanspec,abs285,sample,abs44407,0.08233,absunits,FALSE,SP,SP,
0097-10,7/30/21,beckmanspec,abs290,sample,abs44407,0.07461,absunits,FALSE,SP,SP,
0097-10,7/30/21,beckmanspec,abs295,sample,abs44407,0.06776,absunits,FALSE,SP,SP,
0097-10,7/30/21,beckmanspec,abs412,sample,abs44407,0.07544,absunits,FALSE,SP,SP,
0097-10,7/30/21,beckmanspec,abs532,sample,abs44407,0.00763,absunits,FALSE,SP,SP,
0097-10,7/30/21,beckmanspec,abs555,sample,abs44407,0.00711,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs200,sample,abs44407,1.01885,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs202,sample,abs44407,0.89686,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs204,sample,abs44407,0.82303,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs206,sample,abs44407,0.76644,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs208,sample,abs44407,0.20952,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs210,sample,abs44407,0.6505,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs220,sample,abs44407,0.3662,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs230,sample,abs44407,0.19927,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs240,sample,abs44407,0.14323,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs250,sample,abs44407,0.12157,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs254,sample,abs44407,0.11627,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs275,sample,abs44407,0.09256,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs280,sample,abs44407,0.0864,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs285,sample,abs44407,0.07988,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs290,sample,abs44407,0.07305,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs295,sample,abs44407,0.0672,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs412,sample,abs44407,0.01629,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs532,sample,abs44407,0.00806,absunits,FALSE,SP,SP,
0108-10,7/30/21,beckmanspec,abs555,sample,abs44407,0.00745,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs200,sample,abs44407,1.06205,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs202,sample,abs44407,0.94939,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs204,sample,abs44407,0.87276,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs206,sample,abs44407,0.81045,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs208,sample,abs44407,0.75194,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs210,sample,abs44407,0.69189,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs220,sample,abs44407,0.38941,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs230,sample,abs44407,0.20921,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs240,sample,abs44407,0.14811,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs250,sample,abs44407,0.12616,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs254,sample,abs44407,0.12116,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs275,sample,abs44407,0.09657,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs280,sample,abs44407,0.08995,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs285,sample,abs44407,0.08291,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs290,sample,abs44407,0.07652,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs295,sample,abs44407,0.07019,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs412,sample,abs44407,0.01759,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs532,sample,abs44407,0.00835,absunits,FALSE,SP,SP,
0106-10,7/30/21,beckmanspec,abs555,sample,abs44407,0.00765,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs200,sample,abs44407,0.70579,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs202,sample,abs44407,0.49221,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs204,sample,abs44407,0.40484,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs206,sample,abs44407,0.35274,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs208,sample,abs44407,0.31737,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs210,sample,abs44407,0.28863,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs220,sample,abs44407,0.21208,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs230,sample,abs44407,0.17331,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs240,sample,abs44407,0.147,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs250,sample,abs44407,0.1307,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs254,sample,abs44407,0.12638,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs275,sample,abs44407,0.09932,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs280,sample,abs44407,0.09214,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs285,sample,abs44407,0.08429,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs290,sample,abs44407,0.07659,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs295,sample,abs44407,0.06936,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs412,sample,abs44407,0.01604,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs532,sample,abs44407,0.00757,absunits,FALSE,SP,SP,
0098-10,7/30/21,beckmanspec,abs555,sample,abs44407,0.00709,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs200,sample,abs44407,1.00246,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs202,sample,abs44407,0.89139,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs204,sample,abs44407,0.82189,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs206,sample,abs44407,0.76644,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs208,sample,abs44407,0.71021,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs210,sample,abs44407,0.65158,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs220,sample,abs44407,0.36435,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs230,sample,abs44407,0.19398,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs240,sample,abs44407,0.13657,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs250,sample,abs44407,0.1156,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs254,sample,abs44407,0.1106,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs275,sample,abs44407,0.08759,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs280,sample,abs44407,0.08188,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs285,sample,abs44407,0.07524,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs290,sample,abs44407,0.06976,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs295,sample,abs44407,0.06368,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs412,sample,abs44407,0.01474,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs532,sample,abs44407,0.00708,absunits,FALSE,SP,SP,
0104-10,7/30/21,beckmanspec,abs555,sample,abs44407,0.00646,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs200,sample,abs44407,0.70391,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs202,sample,abs44407,0.48821,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs204,sample,abs44407,0.40011,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs206,sample,abs44407,0.34706,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs208,sample,abs44407,0.31172,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs210,sample,abs44407,0.28349,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs220,sample,abs44407,0.20633,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs230,sample,abs44407,0.16909,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs240,sample,abs44407,0.14408,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs250,sample,abs44407,0.12813,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs254,sample,abs44407,0.12334,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs275,sample,abs44407,0.09571,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs280,sample,abs44407,0.08857,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs285,sample,abs44407,0.08053,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs290,sample,abs44407,0.07355,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs295,sample,abs44407,0.06658,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs412,sample,abs44407,0.013,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs532,sample,abs44407,0.006,absunits,FALSE,SP,SP,
0096-10,7/30/21,beckmanspec,abs555,sample,abs44407,0.00548,absunits,FALSE,SP,SP,
0351-09,8/24/21,turbidimeter,turbidity,sample,0351-09,44,ntu,FALSE,SP,SP,
0357-09,8/24/21,turbidimeter,turbidity,sample,0357-09,12.1,ntu,FALSE,SP,SP,
0360-09,8/24/21,turbidimeter,turbidity,sample,0360-09,7.54,ntu,FALSE,SP,SP,
0361-09,8/24/21,turbidimeter,turbidity,sample,0361-09,28.9,ntu,FALSE,SP,SP,
"TBD, lake Waco site 1",,turbidimeter,turbidity,sample,TBD,9.24,ntu,FALSE,SP,SP,
0007-01,2021-08-11,lachat,srp,sample,20210728_WHITNEY_00701,0.00514,mgL-1,FALSE,JB,SP,
0008-01,2021-08-11,lachat,srp,sample,801,0.00575,mgL-1,FALSE,JB,SP,
0009-01,2021-08-11,lachat,srp,sample,901,0.00534,mgL-1,FALSE,JB,SP,
0016-01,2021-08-11,lachat,srp,sample,1601,0.066,mgL-1,FALSE,JB,SP,
0017-01,2021-08-11,lachat,srp,sample,1701,0.077,mgL-1,FALSE,JB,SP,
0018-01,2021-08-11,lachat,srp,sample,1801,0.0767,mgL-1,FALSE,JB,SP,
0025-01,2021-08-11,lachat,srp,sample,2501,0.0302,mgL-1,FALSE,JB,SP,
0026-01,2021-08-11,lachat,srp,sample,2601,0.0256,mgL-1,FALSE,JB,SP,
0027-01,2021-08-11,lachat,srp,sample,2701,0.0257,mgL-1,FALSE,JB,SP,
0034-01,2021-08-11,lachat,srp,sample,3401,0.00497,mgL-1,FALSE,JB,SP,
0035-01,2021-08-11,lachat,srp,sample,3501,0.0052,mgL-1,FALSE,JB,SP,
0036-01,2021-08-11,lachat,srp,sample,3601,0.00451,mgL-1,FALSE,JB,SP,
0043-01,2021-08-11,lachat,srp,sample,4301,0.00753,mgL-1,FALSE,JB,SP,
0044-01,2021-08-11,lachat,srp,sample,4401,0.00662,mgL-1,FALSE,JB,SP,
0045-01,2021-08-11,lachat,srp,sample,4501,0.0059,mgL-1,FALSE,JB,SP,
0007-01,2021-08-11,lachat,nh4n,sample,20210728_WHITNEY_00701,-0.00147,mgL-1,FALSE,JB,SP,
0008-01,2021-08-11,lachat,nh4n,sample,801,-0.00266,mgL-1,FALSE,JB,SP,
0009-01,2021-08-11,lachat,nh4n,sample,901,0.000403,mgL-1,FALSE,JB,SP,
0016-01,2021-08-11,lachat,nh4n,sample,1601,0.0211,mgL-1,FALSE,JB,SP,
0017-01,2021-08-11,lachat,nh4n,sample,1701,0.0241,mgL-1,FALSE,JB,SP,
0018-01,2021-08-11,lachat,nh4n,sample,1801,0.0219,mgL-1,FALSE,JB,SP,
0025-01,2021-08-11,lachat,nh4n,sample,2501,0.15,mgL-1,FALSE,JB,SP,
0026-01,2021-08-11,lachat,nh4n,sample,2601,0.166,mgL-1,FALSE,JB,SP,
0027-01,2021-08-11,lachat,nh4n,sample,2701,0.151,mgL-1,FALSE,JB,SP,
0034-01,2021-08-11,lachat,nh4n,sample,3401,0.00504,mgL-1,FALSE,JB,SP,
0035-01,2021-08-11,lachat,nh4n,sample,3501,0.00447,mgL-1,FALSE,JB,SP,
0036-01,2021-08-11,lachat,nh4n,sample,3601,0.00544,mgL-1,FALSE,JB,SP,
0043-01,2021-08-11,lachat,nh4n,sample,4301,0.0409,mgL-1,FALSE,JB,SP,
0044-01,2021-08-11,lachat,nh4n,sample,4401,0.0000513,mgL-1,FALSE,JB,SP,
0045-01,2021-08-11,lachat,nh4n,sample,4501,-0.00154,mgL-1,FALSE,JB,SP,
0007-01,2021-08-11,lachat,no3n,sample,20210728_WHITNEY_00701,-0.00286,mgL-1,FALSE,JB,SP,
0008-01,2021-08-11,lachat,no3n,sample,801,0.00136,mgL-1,FALSE,JB,SP,
0009-01,2021-08-11,lachat,no3n,sample,901,0.00202,mgL-1,FALSE,JB,SP,
0016-01,2021-08-11,lachat,no3n,sample,1601,0.592,mgL-1,FALSE,JB,SP,
0017-01,2021-08-11,lachat,no3n,sample,1701,0.623,mgL-1,FALSE,JB,SP,
0018-01,2021-08-11,lachat,no3n,sample,1801,0.613,mgL-1,FALSE,JB,SP,
0025-01,2021-08-11,lachat,no3n,sample,2501,0.0274,mgL-1,FALSE,JB,SP,
0026-01,2021-08-11,lachat,no3n,sample,2601,0.0285,mgL-1,FALSE,JB,SP,
0027-01,2021-08-11,lachat,no3n,sample,2701,0.0284,mgL-1,FALSE,JB,SP,
0034-01,2021-08-11,lachat,no3n,sample,3401,0.0393,mgL-1,FALSE,JB,SP,
0035-01,2021-08-11,lachat,no3n,sample,3501,0.0406,mgL-1,FALSE,JB,SP,
0036-01,2021-08-11,lachat,no3n,sample,3601,0.0402,mgL-1,FALSE,JB,SP,
0043-01,2021-08-11,lachat,no3n,sample,4301,0.0147,mgL-1,FALSE,JB,SP,
0044-01,2021-08-11,lachat,no3n,sample,4401,0.0152,mgL-1,FALSE,JB,SP,
0045-01,2021-08-11,lachat,no3n,sample,4501,0.0153,mgL-1,FALSE,JB,SP,
0168-12,2021-09-15,lachat,srp,sample,20210812_0168-12,0.0631,mgL-1,FALSE,JB,SP,
0166-12,2021-09-15,lachat,srp,sample,0166-12,0.0587,mgL-1,FALSE,JB,SP,
0167-12,2021-09-15,lachat,srp,sample,0167-12,0.0396,mgL-1,FALSE,JB,SP,
0160-12,2021-09-15,lachat,srp,sample,0160-12,0.0129,mgL-1,FALSE,JB,SP,
0161-12,2021-09-15,lachat,srp,sample,0161-12,0.0134,mgL-1,FALSE,JB,SP,
0162-12,2021-09-15,lachat,srp,sample,0162-12,0.0102,mgL-1,FALSE,JB,SP,
0426-01,2021-09-15,lachat,srp,sample,20210903_0426-01,0.00935,mgL-1,FALSE,JB,SP,
0427-01,2021-09-15,lachat,srp,sample,0427-01,0.00876,mgL-1,FALSE,JB,SP,
0428-01,2021-09-15,lachat,srp,sample,0428-01,0.00778,mgL-1,FALSE,JB,SP,
0428-01,2021-09-15,lachat,srp,sample,0428-01,0.00716,mgL-1,FALSE,JB,SP,
0429-01,2021-09-15,lachat,srp,sample,0429-01,0.00891,mgL-1,FALSE,JB,SP,
0430-01,2021-09-15,lachat,srp,sample,0430-01,0.00709,mgL-1,FALSE,JB,SP,
0416-01,2021-09-15,lachat,srp,sample,20210821_0416-01,0.00453,mgL-1,FALSE,JB,SP,
0418-01,2021-09-15,lachat,srp,sample,0418-01,0.00953,mgL-1,FALSE,JB,SP,
0418-01,2021-09-15,lachat,srp,sample,0418-01,0.0102,mgL-1,FALSE,JB,SP,
0420-01,2021-09-15,lachat,srp,sample,0420-01,0.00606,mgL-1,FALSE,JB,SP,
0421-01,2021-09-15,lachat,srp,sample,0421-01,0.00672,mgL-1,FALSE,JB,SP,
0415-01,2021-09-15,lachat,srp,sample,20210820_0415-01,0.0372,mgL-1,FALSE,JB,SP,
0415-01,2021-09-15,lachat,srp,sample,20210820_0415-01,0.0382,mgL-1,FALSE,JB,SP,
0168-12,2021-09-15,lachat,nh4n,sample,20210812_0168-12,0.0088,mgL-1,FALSE,JB,SP,
0166-12,2021-09-15,lachat,nh4n,sample,0166-12,0.00755,mgL-1,FALSE,JB,SP,
0167-12,2021-09-15,lachat,nh4n,sample,0167-12,0.00869,mgL-1,FALSE,JB,SP,
0160-12,2021-09-15,lachat,nh4n,sample,0160-12,0.00628,mgL-1,FALSE,JB,SP,
0161-12,2021-09-15,lachat,nh4n,sample,0161-12,0.00102,mgL-1,FALSE,JB,SP,
0162-12,2021-09-15,lachat,nh4n,sample,0162-12,0.00487,mgL-1,FALSE,JB,SP,
0426-01,2021-09-15,lachat,nh4n,sample,20210903_0426-01,0.00196,mgL-1,FALSE,JB,SP,
0427-01,2021-09-15,lachat,nh4n,sample,0427-01,0.00228,mgL-1,FALSE,JB,SP,
0428-01,2021-09-15,lachat,nh4n,sample,0428-01,-0.000907,mgL-1,FALSE,JB,SP,
0428-01,2021-09-15,lachat,nh4n,sample,0428-01,-0.00138,mgL-1,FALSE,JB,SP,
0429-01,2021-09-15,lachat,nh4n,sample,0429-01,0.00275,mgL-1,FALSE,JB,SP,
0430-01,2021-09-15,lachat,nh4n,sample,0430-01,0.00142,mgL-1,FALSE,JB,SP,
0416-01,2021-09-15,lachat,nh4n,sample,20210821_0416-01,0.0101,mgL-1,FALSE,JB,SP,
0418-01,2021-09-15,lachat,nh4n,sample,0418-01,0.0291,mgL-1,FALSE,JB,SP,
0420-01,2021-09-15,lachat,nh4n,sample,0420-01,0.00807,mgL-1,FALSE,JB,SP,
0421-01,2021-09-15,lachat,nh4n,sample,0421-01,0.00549,mgL-1,FALSE,JB,SP,
0415-01,2021-09-15,lachat,nh4n,sample,20210820_0415-01,0.00357,mgL-1,FALSE,JB,SP,
0415-01,2021-09-15,lachat,nh4n,sample,20210820_0415-01,0.00613,mgL-1,FALSE,JB,SP,
0168-12,2021-09-15,lachat,no3n,sample,20210812_0168-12,0.00595,mgL-1,FALSE,JB,SP,
0166-12,2021-09-15,lachat,no3n,sample,0166-12,0.00803,mgL-1,FALSE,JB,SP,
0167-12,2021-09-15,lachat,no3n,sample,0167-12,0.00287,mgL-1,FALSE,JB,SP,
0160-12,2021-09-15,lachat,no3n,sample,0160-12,0.0121,mgL-1,FALSE,JB,SP,
0161-12,2021-09-15,lachat,no3n,sample,0161-12,0.0106,mgL-1,FALSE,JB,SP,
0162-12,2021-09-15,lachat,no3n,sample,0162-12,0.0115,mgL-1,FALSE,JB,SP,
0426-01,2021-09-15,lachat,no3n,sample,20210903_0426-01,0.00029,mgL-1,FALSE,JB,SP,
0427-01,2021-09-15,lachat,no3n,sample,0427-01,0.0000714,mgL-1,FALSE,JB,SP,
0428-01,2021-09-15,lachat,no3n,sample,0428-01,-0.000584,mgL-1,FALSE,JB,SP,
0428-01,2021-09-15,lachat,no3n,sample,0428-01,-0.00097,mgL-1,FALSE,JB,SP,
0429-01,2021-09-15,lachat,no3n,sample,0429-01,0.000485,mgL-1,FALSE,JB,SP,
0430-01,2021-09-15,lachat,no3n,sample,0430-01,0.000132,mgL-1,FALSE,JB,SP,
0416-01,2021-09-15,lachat,no3n,sample,20210821_0416-01,0.0376,mgL-1,FALSE,JB,SP,
0418-01,2021-09-15,lachat,no3n,sample,0418-01,0.323,mgL-1,FALSE,JB,SP,
0420-01,2021-09-15,lachat,no3n,sample,0420-01,0.0017,mgL-1,FALSE,JB,SP,
0421-01,2021-09-15,lachat,no3n,sample,0421-01,0.00199,mgL-1,FALSE,JB,SP,
0415-01,2021-09-15,lachat,no3n,sample,20210820_0415-01,0.00193,mgL-1,FALSE,JB,SP,
0415-01,2021-09-15,lachat,no3n,sample,20210820_0415-01,0.00179,mgL-1,FALSE,JB,SP,
0096-10,2021-08-12,shimadzu,doc,sample,9610,5.595,mgL-1,FALSE,JB,SP,
0097-10,2021-08-12,shimadzu,doc,sample,9710,5.972,mgL-1,FALSE,JB,SP,
0098-10,2021-08-12,shimadzu,doc,sample,9810,5.939,mgL-1,FALSE,JB,SP,
0099-10,2021-08-12,shimadzu,doc,sample,9910,3.251,mgL-1,FALSE,JB,SP,
0100-10,2021-08-12,shimadzu,doc,sample,10010,3.757,mgL-1,FALSE,JB,SP,
0101-10,2021-08-12,shimadzu,doc,sample,10110,7.221,mgL-1,FALSE,JB,SP,
0102-10,2021-08-12,shimadzu,doc,sample,10210,7.021,mgL-1,FALSE,JB,SP,
0103-10,2021-08-12,shimadzu,doc,sample,10310,7.286,mgL-1,FALSE,JB,SP,
0104-10,2021-08-12,shimadzu,doc,sample,10410,5.492,mgL-1,FALSE,JB,SP,
0105-10,2021-08-12,shimadzu,doc,sample,10510,3.47,mgL-1,FALSE,JB,SP,
0106-10,2021-08-12,shimadzu,doc,sample,10610,6.268,mgL-1,FALSE,JB,SP,
0107-10,2021-08-12,shimadzu,doc,sample,10710,3.212,mgL-1,FALSE,JB,SP,
0108-10,2021-08-12,shimadzu,doc,sample,10810,6.157,mgL-1,FALSE,JB,SP,
0109-10,2021-08-12,shimadzu,doc,sample,10910,3.313,mgL-1,FALSE,JB,SP,
0110-10,2021-08-12,shimadzu,doc,sample,11010,3.045,mgL-1,FALSE,JB,SP,
